ITERATION,GROUPID,CASE,INDEPVAR1,INDEPVAR2
28,16,1,0,92.173238764
28,16,0,0,96.338242005
28,16,0,1,84.155460451
28,17,1,0,100.29614502
28,17,0,1,92.15695268
28,17,0,1,79.424951191
28,18,1,0,94.15438217
28,18,0,1,100.03498117
28,18,0,0,106.59304772
28,19,1,1,93.561407658
28,19,0,0,108.63762148
28,19,0,1,97.759566552
28,20,1,0,107.1226384
28,20,0,0,111.3642768
28,20,0,1,84.574113549
28,21,1,1,100.60204323
28,21,0,0,110.67254741
28,21,0,0,94.289763285
28,22,1,1,96.619106063
28,22,0,0,80.452285914
28,22,0,1,106.53445043
28,23,1,1,93.507017536
28,23,0,0,88.934746901
28,23,0,0,103.01639384
28,24,1,0,101.60609608
28,24,0,0,109.51748968
28,24,0,1,102.00441623
28,25,1,0,104.5886773
28,25,0,1,97.344788854
28,25,0,1,91.41334919
28,26,1,1,99.181689283
28,26,0,0,94.619252895
28,26,0,0,104.22949155
28,27,1,1,83.131518691
28,27,0,1,94.914654077
28,27,0,1,91.912626108
28,28,1,1,99.976373298
28,28,0,0,102.44710963
28,28,0,0,104.90498372
28,29,1,0,104.49821686
28,29,0,0,108.55233726
28,29,0,0,110.4769598
28,30,1,1,107.95934274
28,30,0,0,95.384534308
28,30,0,0,119.6384909
28,31,1,0,91.751140517
28,31,0,1,90.69418855
28,31,0,1,114.6324211
28,32,1,1,83.021951052
28,32,0,1,111.32483389
28,32,0,1,96.476822068
28,33,1,1,82.728678007
28,33,0,0,104.2911883
28,33,0,0,106.07710655
28,34,1,0,97.190323531
28,34,0,0,105.84036474
28,34,0,0,106.63422515
28,35,1,1,105.03363155
28,35,0,0,93.277275885
28,35,0,0,112.08668648
28,36,1,1,118.89190668
28,36,0,1,110.57126519
28,36,0,1,89.097873862
28,37,1,1,105.73965169
28,37,0,1,105.21207195
28,37,0,1,101.33755891
28,38,1,0,106.69564327
28,38,0,0,115.24099755
28,38,0,0,86.379616671
28,39,1,0,109.08672041
28,39,0,0,106.18821996
28,39,0,0,86.334166004
28,40,1,1,90.062490172
28,40,0,1,118.3382767
28,40,0,0,92.844687688
28,41,1,1,82.809121856
28,41,0,1,96.722434457
28,41,0,0,102.02965045
28,42,1,0,99.086277971
28,42,0,1,105.32752467
28,42,0,0,113.51993352
28,43,1,0,101.76034034
28,43,0,0,110.14117791
28,43,0,1,83.92496228
28,44,1,0,103.47684488
28,44,0,1,92.947068691
28,44,0,1,103.51804224
28,45,1,1,93.886474454
28,45,0,0,95.10990576
28,45,0,0,92.72635238
28,46,1,1,98.686766522
28,46,0,1,103.5371135
28,46,0,1,102.58414666
28,47,1,0,97.481316812
28,47,0,0,105.78766737
28,47,0,1,102.15991211
28,48,1,0,112.03871371
28,48,0,1,107.29779103
28,48,0,0,106.83244922
28,49,1,0,94.685977298
28,49,0,0,115.64387507
28,49,0,0,108.18148324
28,50,1,0,107.25611461
28,50,0,1,100.02793087
28,50,0,0,88.764638042
28,51,1,1,91.872984713
28,51,0,0,94.26587338
28,51,0,1,98.963012808
28,52,1,0,93.499700671
28,52,0,1,84.075573594
28,52,0,0,107.12299326
28,53,1,1,90.535053276
28,53,0,0,80.329962138
28,53,0,1,94.187456879
28,54,1,0,84.964273972
28,54,0,1,97.047107421
28,54,0,0,86.272373602
28,55,1,1,105.1768797
28,55,0,0,112.23162448
28,55,0,0,97.68947222
28,56,1,0,102.40752931
28,56,0,1,108.0175812
28,56,0,0,80.689296849
28,57,1,1,100.54879646
28,57,0,0,103.0723813
28,57,0,1,90.776521823
28,58,1,0,81.7578163
28,58,0,1,101.76907502
28,58,0,0,111.4427682
28,59,1,0,101.96907108
28,59,0,0,109.5573149
28,59,0,0,78.623870696
28,60,1,0,110.87996097
28,60,0,0,73.77020217
28,60,0,1,95.743219201
28,61,1,0,113.96827233
28,61,0,1,96.244311813
28,61,0,0,79.515617773
28,62,1,0,86.075538567
28,62,0,1,97.650703377
28,62,0,1,103.24913988
28,63,1,1,99.495646157
28,63,0,1,104.64145342
28,63,0,1,104.44454779
28,64,1,1,112.50718615
28,64,0,0,111.5010624
28,64,0,0,98.600151038
28,65,1,0,111.64244205
28,65,0,1,109.77936172
28,65,0,0,82.279080602
28,66,1,0,107.1780598
28,66,0,0,96.74945025
28,66,0,0,88.072569517
28,67,1,1,95.809480751
28,67,0,0,100.44183618
28,67,0,0,117.21552118
28,68,1,0,103.34249109
28,68,0,1,110.45019133
28,68,0,1,90.260537329
28,69,1,1,85.358038532
28,69,0,1,103.25156449
28,69,0,0,86.684310711
28,70,1,0,85.9698782
28,70,0,0,122.35173123
28,70,0,0,94.10761059
28,71,1,1,106.26015061
28,71,0,0,87.482519897
28,71,0,1,102.55385904
28,72,1,1,117.16948198
28,72,0,1,100.43464888
28,72,0,0,112.27845052
28,73,1,1,96.655685187
28,73,0,1,103.76586873
28,73,0,1,101.22486318
28,74,1,0,85.480550091
28,74,0,0,100.59001469
28,74,0,1,102.96750348
28,75,1,0,109.79471671
28,75,0,1,90.34270038
28,75,0,0,100.28926572
28,76,1,0,92.947833427
28,76,0,0,109.62875512
28,76,0,1,95.596944093
28,77,1,1,85.704926675
28,77,0,0,106.30681024
28,77,0,1,101.79769616
28,78,1,1,95.305731814
28,78,0,1,112.87807558
28,78,0,0,111.91056949
28,79,1,0,87.145051428
28,79,0,0,87.31042602
28,79,0,0,90.833050391
28,80,1,1,108.22277499
28,80,0,1,103.81754209
28,80,0,0,82.551818303
28,81,1,0,100.48263519
28,81,0,1,106.53936342
28,81,0,1,99.951293779
28,82,1,1,109.63965671
28,82,0,0,117.07843291
28,82,0,0,83.859371392
28,83,1,0,109.00354068
28,83,0,0,104.17341827
28,83,0,0,98.108578075
28,84,1,1,103.16142372
28,84,0,0,108.42821355
28,84,0,0,81.881237129
28,85,1,0,93.160443157
28,85,0,1,112.75989262
28,85,0,0,95.768572377
28,86,1,0,97.373489948
28,86,0,0,89.51432961
28,86,0,0,96.162482005
28,87,1,0,94.69026569
28,87,0,0,98.331312883
28,87,0,0,123.2035444
28,88,1,1,109.86242843
28,88,0,1,111.60460557
28,88,0,0,100.10410128
28,89,1,1,107.30286766
28,89,0,0,113.49981509
28,89,0,0,96.216513429
28,90,1,0,88.014395585
28,90,0,0,80.323501075
28,90,0,1,88.445946722
28,91,1,0,101.35074185
28,91,0,1,79.687711499
28,91,0,1,86.494052562
28,92,1,1,81.741204009
28,92,0,1,89.055188832
28,92,0,0,104.80723315
28,93,1,1,95.159817391
28,93,0,1,104.00383109
28,93,0,1,104.58472004
28,94,1,0,108.28776189
28,94,0,1,89.651090957
28,94,0,0,97.633447948
28,95,1,1,113.40691052
28,95,0,1,99.827073899
28,95,0,0,111.36762083
28,96,1,0,100.333415
28,96,0,1,99.817629016
28,96,0,0,94.142477617
28,97,1,0,106.18127062
28,97,0,0,100.73171101
28,97,0,0,106.5432165
28,98,1,0,110.5215083
28,98,0,0,86.271523396
28,98,0,1,104.82426335
28,99,1,1,108.4504948
28,99,0,0,94.62945056
28,99,0,1,96.483666032
28,100,1,0,100.13680314
28,100,0,1,110.83597547
28,100,0,1,85.187820645
29,1,1,1,103.95505208
29,1,0,0,98.48392866
29,1,0,0,99.989688421
29,2,1,1,117.04548932
29,2,0,1,108.61834771
29,2,0,0,106.835703
29,3,1,1,79.933825233
29,3,0,0,89.321727534
29,3,0,0,121.70411501
29,4,1,1,90.98740138
29,4,0,0,95.43168497
29,4,0,0,104.44846075
29,5,1,1,109.1131571
29,5,0,0,91.610623499
29,5,0,0,96.332428991
29,6,1,1,99.937108969
29,6,0,0,99.842150073
29,6,0,1,100.29574178
29,7,1,1,115.03634176
29,7,0,0,111.89409225
29,7,0,0,104.89748607
29,8,1,0,107.46728339
29,8,0,0,112.40167522
29,8,0,0,101.35656659
29,9,1,1,97.530594427
29,9,0,0,81.047808156
29,9,0,0,107.32341207
29,10,1,0,97.250715
29,10,0,0,105.64633403
29,10,0,0,101.50216918
29,11,1,1,90.23949795
29,11,0,0,104.70926615
29,11,0,0,107.6746873
29,12,1,1,103.56059914
29,12,0,0,94.409755577
29,12,0,1,109.16854828
29,13,1,0,89.101132618
29,13,0,1,90.198010487
29,13,0,0,112.75769142
29,14,1,1,90.178727124
29,14,0,1,98.905001491
29,14,0,1,81.515772856
29,15,1,0,106.02217645
29,15,0,1,75.994098925
29,15,0,0,92.947772251
29,16,1,1,85.803633086
29,16,0,0,107.87126196
29,16,0,1,111.52619314
29,17,1,0,113.30802735
29,17,0,1,100.92366512
29,17,0,1,102.91195007
29,18,1,0,101.37313006
29,18,0,1,87.498572945
29,18,0,0,97.71466292
29,19,1,1,101.01790591
29,19,0,1,95.225465201
29,19,0,0,98.171259903
29,20,1,1,102.28304028
29,20,0,0,98.238040227
29,20,0,0,93.022433882
29,21,1,0,89.062752612
29,21,0,1,99.139504093
29,21,0,0,112.01325217
29,22,1,1,99.947344598
29,22,0,1,121.63409528
29,22,0,0,87.857523591
29,23,1,1,97.28205133
29,23,0,0,85.904639605
29,23,0,1,103.07340468
29,24,1,1,92.473336499
29,24,0,1,82.796597164
29,24,0,0,95.672820767
29,25,1,0,91.873520142
29,25,0,1,102.27833407
29,25,0,0,105.9225248
29,26,1,1,96.733550173
29,26,0,1,108.28184223
29,26,0,1,101.38331081
29,27,1,1,87.678538441
29,27,0,0,97.80980139
29,27,0,1,99.205895924
29,28,1,1,105.98944767
29,28,0,0,98.632615727
29,28,0,0,87.863219667
29,29,1,1,83.381266752
29,29,0,0,98.05016629
29,29,0,1,105.41021493
29,30,1,1,92.653584758
29,30,0,0,93.795263297
29,30,0,0,117.95151703
29,31,1,1,93.346750939
29,31,0,0,103.60950794
29,31,0,0,98.268834457
29,32,1,0,92.737903703
29,32,0,0,104.73869797
29,32,0,0,96.562433287
29,33,1,1,94.341159886
29,33,0,0,105.61744721
29,33,0,0,107.15655952
29,34,1,1,84.485117399
29,34,0,0,92.191770605
29,34,0,0,118.63048055
29,35,1,1,94.776155334
29,35,0,1,110.61347435
29,35,0,0,80.100428
29,36,1,1,100.00467041
29,36,0,1,95.538045228
29,36,0,1,111.83637582
29,37,1,1,109.21803683
29,37,0,1,90.084473442
29,37,0,0,95.682871385
29,38,1,0,109.92181428
29,38,0,1,85.880922406
29,38,0,1,109.98181122
29,39,1,0,102.25018415
29,39,0,1,117.52659413
29,39,0,1,115.46443536
29,40,1,1,91.073628628
29,40,0,0,104.14921228
29,40,0,0,106.51225776
29,41,1,1,100.38220946
29,41,0,0,92.706076768
29,41,0,0,86.416789038
29,42,1,1,107.28717547
29,42,0,0,93.436784714
29,42,0,1,84.713376875
29,43,1,1,94.689499185
29,43,0,1,102.65163132
29,43,0,0,100.73935065
29,44,1,0,110.65214153
29,44,0,1,115.10780248
29,44,0,0,112.68554046
29,45,1,1,93.966691668
29,45,0,1,101.25356152
29,45,0,0,100.8287103
29,46,1,1,106.3927322
29,46,0,1,109.88344529
29,46,0,1,92.863163955
29,47,1,0,77.230030342
29,47,0,0,98.203471174
29,47,0,0,125.61980207
29,48,1,0,88.811387317
29,48,0,0,97.868845373
29,48,0,1,92.318415963
29,49,1,1,101.10558481
29,49,0,1,104.96489229
29,49,0,1,95.009352427
29,50,1,1,104.7685014
29,50,0,1,97.928953925
29,50,0,0,101.87997929
29,51,1,1,105.23050078
29,51,0,0,96.918698198
29,51,0,0,104.90281633
29,52,1,0,92.35702352
29,52,0,1,102.26289146
29,52,0,0,106.71019452
29,53,1,1,89.145609613
29,53,0,1,111.60687213
29,53,0,0,88.134985379
29,54,1,1,107.11961844
29,54,0,1,102.70234513
29,54,0,0,87.314393208
29,55,1,1,111.35439311
29,55,0,1,89.670424265
29,55,0,0,88.988216399
29,56,1,0,110.43923651
29,56,0,1,99.255115602
29,56,0,0,96.302349718
29,57,1,1,89.858159222
29,57,0,0,97.943346443
29,57,0,1,84.5390559
29,58,1,1,97.113512932
29,58,0,0,102.5611218
29,58,0,0,109.69506514
29,59,1,1,96.064699942
29,59,0,0,89.755956608
29,59,0,1,79.111630719
29,60,1,1,89.744927937
29,60,0,1,93.269299613
29,60,0,0,86.141241262
29,61,1,1,80.53794296
29,61,0,0,92.054992094
29,61,0,1,107.68177161
29,62,1,1,102.20192487
29,62,0,0,104.28848262
29,62,0,0,91.639723547
29,63,1,1,94.661391244
29,63,0,0,86.771074347
29,63,0,0,91.619530946
29,64,1,1,88.262094038
29,64,0,1,116.12596725
29,64,0,1,108.86415984
29,65,1,1,106.79609255
29,65,0,1,88.67711885
29,65,0,1,105.27175789
29,66,1,0,111.14991003
29,66,0,0,93.160533129
29,66,0,1,110.87254724
29,67,1,1,104.39618439
29,67,0,1,86.259038901
29,67,0,0,105.98648544
29,68,1,1,94.656586967
29,68,0,0,96.720230096
29,68,0,0,90.074478166
29,69,1,0,89.520905693
29,69,0,1,89.783462704
29,69,0,1,105.65291104
29,70,1,1,93.470968818
29,70,0,1,118.37762405
29,70,0,0,103.87807236
29,71,1,0,91.576442394
29,71,0,0,104.73049731
29,71,0,0,102.20946994
29,72,1,1,107.90698224
29,72,0,0,102.15812467
29,72,0,0,103.36068037
29,73,1,1,97.560041088
29,73,0,0,102.34187086
29,73,0,1,107.58433058
29,74,1,0,112.18384307
29,74,0,1,85.552316819
29,74,0,1,113.6210064
29,75,1,0,102.91938976
29,75,0,1,108.40715289
29,75,0,1,83.311058295
29,76,1,1,100.57619787
29,76,0,0,105.50613946
29,76,0,1,97.628417637
29,77,1,1,107.69353842
29,77,0,0,103.90681212
29,77,0,0,109.90140738
29,78,1,0,93.420788448
29,78,0,1,96.228224089
29,78,0,1,104.40396609
29,79,1,0,92.307540087
29,79,0,1,112.35252326
29,79,0,1,91.532180709
29,80,1,0,97.482931485
29,80,0,0,74.581665462
29,80,0,0,109.72994197
29,81,1,1,113.18183571
29,81,0,0,103.92674845
29,81,0,0,104.54190928
29,82,1,1,100.75537021
29,82,0,1,103.77479212
29,82,0,0,94.510497469
29,83,1,1,100.94574095
29,83,0,0,116.0137913
29,83,0,0,92.870796242
29,84,1,1,100.99984179
29,84,0,0,108.80302873
29,84,0,1,95.396105238
29,85,1,0,98.847298108
29,85,0,1,106.61138115
29,85,0,1,103.59879753
29,86,1,1,106.32781263
29,86,0,1,91.118975569
29,86,0,1,104.63822839
29,87,1,1,87.285109017
29,87,0,1,100.17061006
29,87,0,1,100.36615279
29,88,1,1,96.973497237
29,88,0,0,102.98775207
29,88,0,1,89.720069476
29,89,1,0,101.43946046
29,89,0,0,98.516173427
29,89,0,1,115.64197728
29,90,1,1,84.2883918
29,90,0,1,85.88808626
29,90,0,0,100.97041299
29,91,1,0,103.9902935
29,91,0,0,90.445054377
29,91,0,0,99.451788469
29,92,1,1,108.12959657
29,92,0,1,109.55455846
29,92,0,1,91.090109827
29,93,1,1,113.84258767
29,93,0,0,105.06311385
29,93,0,0,96.589731199
29,94,1,0,98.586605365
29,94,0,1,89.565284689
29,94,0,1,103.46301706
29,95,1,0,77.244281613
29,95,0,1,97.263899664
29,95,0,0,107.39232616
29,96,1,0,113.3198723
29,96,0,0,87.125982318
29,96,0,1,91.3640604
29,97,1,0,111.68293573
29,97,0,0,103.36835987
29,97,0,0,90.003759771
29,98,1,0,76.885365504
29,98,0,1,97.94812159
29,98,0,0,97.923445016
29,99,1,1,87.967988706
29,99,0,1,85.7767082
29,99,0,0,81.84573178
29,100,1,1,105.22299745
29,100,0,1,118.26035813
29,100,0,0,104.29707882
30,1,1,0,90.708341964
30,1,0,0,112.81966823
30,1,0,0,97.569926052
30,2,1,1,103.97556353
30,2,0,0,91.963609013
30,2,0,1,119.34038328
30,3,1,0,100.26181726
30,3,0,1,97.863468833
30,3,0,1,105.93211944
30,4,1,1,97.629929418
30,4,0,0,96.274909326
30,4,0,0,99.753200633
30,5,1,1,108.84362109
30,5,0,0,109.55980474
30,5,0,0,123.64405536
30,6,1,0,109.5531635
30,6,0,1,102.84507197
30,6,0,1,107.69323527
30,7,1,1,93.556320264
30,7,0,0,93.771568736
30,7,0,1,84.804610543
30,8,1,1,107.04941484
30,8,0,0,89.34414316
30,8,0,1,91.277982568
30,9,1,0,113.90033787
30,9,0,0,76.815127332
30,9,0,1,96.485861449
30,10,1,0,114.02567973
30,10,0,0,111.25154159
30,10,0,1,99.408711704
30,11,1,0,74.065357515
30,11,0,0,91.998626252
30,11,0,0,107.45101476
30,12,1,1,93.292351455
30,12,0,1,104.27367213
30,12,0,0,108.08080293
30,13,1,0,122.55522296
30,13,0,0,108.6682139
30,13,0,1,67.648411678
30,14,1,0,99.200002957
30,14,0,1,104.19093764
30,14,0,0,110.58251053
30,15,1,1,90.608934322
30,15,0,0,98.242793721
30,15,0,1,88.866044165
30,16,1,1,83.722155718
30,16,0,1,103.37813008
30,16,0,0,100.28411626
30,17,1,0,105.85747593
30,17,0,0,123.56606793
30,17,0,0,122.36171386
30,18,1,0,100.68920871
30,18,0,1,101.62293274
30,18,0,0,80.509139726
30,19,1,1,82.572219249
30,19,0,1,97.394071663
30,19,0,0,101.01508318
30,20,1,0,101.25168617
30,20,0,0,90.89424737
30,20,0,0,100.55194909
30,21,1,1,129.15078223
30,21,0,1,96.560759847
30,21,0,1,92.035008474
30,22,1,1,91.33917913
30,22,0,1,97.191748736
30,22,0,1,101.7750323
30,23,1,1,92.941859843
30,23,0,1,111.51202958
30,23,0,1,96.51099253
30,24,1,1,89.361589555
30,24,0,1,100.91894863
30,24,0,1,109.81048961
30,25,1,1,102.79425143
30,25,0,1,111.42011371
30,25,0,0,106.39040349
30,26,1,1,99.62953077
30,26,0,0,93.308030811
30,26,0,0,96.181029261
30,27,1,0,103.55749059
30,27,0,0,110.47193788
30,27,0,1,98.388058838
30,28,1,1,96.265204306
30,28,0,1,96.320640925
30,28,0,0,120.06928555
30,29,1,1,86.547468476
30,29,0,0,90.347765656
30,29,0,1,89.403475866
30,30,1,1,95.046708595
30,30,0,0,103.27892064
30,30,0,1,100.47404389
30,31,1,1,115.37735084
30,31,0,0,99.198187823
30,31,0,1,107.37042256
30,32,1,1,93.161218437
30,32,0,1,119.30748863
30,32,0,0,97.688191387
30,33,1,1,112.37026279
30,33,0,1,105.42643753
30,33,0,0,96.184959709
30,34,1,1,102.89887834
30,34,0,1,91.050786056
30,34,0,1,90.895914383
30,35,1,1,111.70971679
30,35,0,0,108.06937783
30,35,0,0,93.965210547
30,36,1,1,109.04409131
30,36,0,1,97.649458663
30,36,0,0,106.33473533
30,37,1,1,84.304441095
30,37,0,0,99.420500579
30,37,0,0,129.31649976
30,38,1,1,102.68463212
30,38,0,0,118.66117607
30,38,0,1,91.680304
30,39,1,0,89.393282852
30,39,0,0,113.69699081
30,39,0,1,97.695937451
30,40,1,1,84.424172414
30,40,0,0,88.912201169
30,40,0,0,91.148379256
30,41,1,1,98.747607918
30,41,0,1,84.529151549
30,41,0,0,108.16180209
30,42,1,1,111.29307304
30,42,0,0,112.19824066
30,42,0,1,79.011575248
30,43,1,1,109.13287966
30,43,0,0,106.64962656
30,43,0,1,96.559267041
30,44,1,1,102.18544446
30,44,0,0,104.35670504
30,44,0,0,100.86487919
30,45,1,1,85.755549055
30,45,0,1,107.52120655
30,45,0,1,89.414201161
30,46,1,1,109.97735389
30,46,0,0,92.842292062
30,46,0,0,101.88886625
30,47,1,1,92.116282753
30,47,0,0,113.43617734
30,47,0,0,89.914082748
30,48,1,0,75.923774937
30,48,0,0,97.99580366
30,48,0,0,90.74165254
30,49,1,1,84.223355186
30,49,0,1,104.7114653
30,49,0,0,97.01791666
30,50,1,0,102.09248188
30,50,0,0,109.51452076
30,50,0,0,88.286959226
30,51,1,0,105.65937692
30,51,0,0,102.19129683
30,51,0,0,110.05971343
30,52,1,0,98.638593852
30,52,0,1,96.195342397
30,52,0,0,96.904337205
30,53,1,0,96.094296789
30,53,0,0,103.92553651
30,53,0,0,88.899134529
30,54,1,0,89.77832098
30,54,0,1,90.964477426
30,54,0,0,111.31664118
30,55,1,0,103.19459122
30,55,0,1,94.797755177
30,55,0,0,101.70515986
30,56,1,1,100.67610273
30,56,0,1,93.620866377
30,56,0,1,99.949413152
30,57,1,1,84.748079004
30,57,0,0,112.54924902
30,57,0,1,105.61866871
30,58,1,0,97.49768161
30,58,0,0,117.9023913
30,58,0,1,93.016788662
30,59,1,1,107.10417748
30,59,0,0,95.362836664
30,59,0,0,99.82803043
30,60,1,1,93.625089373
30,60,0,0,92.39244137
30,60,0,1,91.256591789
30,61,1,1,87.494701173
30,61,0,1,110.15696566
30,61,0,0,104.5048285
30,62,1,1,117.84403582
30,62,0,1,82.785084936
30,62,0,0,97.337194173
30,63,1,0,101.37418898
30,63,0,0,106.19564827
30,63,0,1,93.388334916
30,64,1,0,112.21298909
30,64,0,1,98.616111827
30,64,0,0,103.51626816
30,65,1,1,94.107265517
30,65,0,0,106.12026251
30,65,0,0,108.01966526
30,66,1,1,99.819440472
30,66,0,1,92.078217313
30,66,0,0,113.84601629
30,67,1,1,101.02258791
30,67,0,0,109.2393019
30,67,0,0,77.782908267
30,68,1,1,108.96088682
30,68,0,0,117.94571316
30,68,0,1,88.859123314
30,69,1,0,103.52012387
30,69,0,0,95.973979307
30,69,0,1,92.176051876
30,70,1,1,104.38896446
30,70,0,0,101.97996409
30,70,0,0,101.17274898
30,71,1,1,98.92165628
30,71,0,1,111.74107932
30,71,0,0,91.783348049
30,72,1,1,99.153753215
30,72,0,0,99.490674583
30,72,0,0,109.81572253
30,73,1,1,88.05717991
30,73,0,0,88.749137027
30,73,0,0,94.334469425
30,74,1,0,120.80625919
30,74,0,0,96.698185268
30,74,0,0,113.43586573
30,75,1,0,97.79054491
30,75,0,0,81.250314237
30,75,0,1,96.292825984
30,76,1,1,100.44572882
30,76,0,0,89.785885226
30,76,0,1,91.034639842
30,77,1,1,82.687568883
30,77,0,1,100.21978269
30,77,0,0,92.877692585
30,78,1,0,101.78190296
30,78,0,1,109.47596445
30,78,0,1,91.45502111
30,79,1,1,105.2526879
30,79,0,0,96.570372186
30,79,0,0,111.42064523
30,80,1,0,112.86448434
30,80,0,0,103.0236148
30,80,0,1,99.965225366
30,81,1,1,96.696218907
30,81,0,1,87.762916428
30,81,0,0,88.713297271
30,82,1,0,109.79668508
30,82,0,0,90.921047482
30,82,0,0,96.799070628
30,83,1,1,94.774641627
30,83,0,0,104.93978884
30,83,0,0,109.17004246
30,84,1,1,83.961707475
30,84,0,1,95.680108098
30,84,0,0,118.22134351
30,85,1,0,105.00838865
30,85,0,1,101.10265242
30,85,0,0,90.951138756
30,86,1,0,82.721746922
30,86,0,0,87.136947198
30,86,0,0,107.54287755
30,87,1,0,90.348391858
30,87,0,0,113.13367812
30,87,0,1,97.652181961
30,88,1,1,100.34805533
30,88,0,0,115.27816942
30,88,0,1,101.42975576
30,89,1,0,108.36052926
30,89,0,0,91.412542899
30,89,0,0,112.08582601
30,90,1,0,96.01771515
30,90,0,1,117.30232815
30,90,0,1,89.306338991
30,91,1,1,114.15979202
30,91,0,0,88.638123137
30,91,0,1,109.48825183
30,92,1,1,110.34766987
30,92,0,1,102.36052136
30,92,0,0,88.450419725
30,93,1,1,89.619797109
30,93,0,0,98.792776367
30,93,0,0,96.95136769
30,94,1,1,114.78218289
30,94,0,1,94.84730535
30,94,0,0,105.76500144
30,95,1,1,102.02086191
30,95,0,0,94.305190377
30,95,0,1,104.6159547
30,96,1,1,96.832266344
30,96,0,0,100.57064546
30,96,0,1,98.165975062
30,97,1,0,112.84495976
30,97,0,0,92.816043314
30,97,0,0,102.70430424
30,98,1,0,106.19378025
30,98,0,1,120.9450994
30,98,0,0,94.072759163
30,99,1,0,107.2062853
30,99,0,0,88.404021689
30,99,0,0,81.110442451
30,100,1,0,115.52647751
30,100,0,0,99.569933914
30,100,0,1,112.44094859
31,1,1,0,111.83563092
31,1,0,1,97.456913412
31,1,0,1,113.85262579
31,2,1,0,77.940907723
31,2,0,0,96.581075723
31,2,0,0,89.452047157
31,3,1,1,113.50863216
31,3,0,0,97.268008532
31,3,0,1,102.63782389
31,4,1,1,113.83642523
31,4,0,0,113.05186257
31,4,0,1,118.73184043
31,5,1,1,108.50117135
31,5,0,1,100.96337441
31,5,0,1,84.916795606
31,6,1,0,99.301975911
31,6,0,1,106.36120453
31,6,0,1,94.832932281
31,7,1,1,99.792491534
31,7,0,1,89.736769699
31,7,0,0,111.93175045
31,8,1,1,83.618388511
31,8,0,0,92.870669587
31,8,0,1,117.2833417
31,9,1,1,116.61763792
31,9,0,0,108.18193853
31,9,0,0,97.801296166
31,10,1,1,94.968449642
31,10,0,1,95.818411107
31,10,0,0,97.05443308
31,11,1,1,121.76563157
31,11,0,1,101.08641124
31,11,0,0,79.904891278
31,12,1,1,118.70983003
31,12,0,1,97.793967553
31,12,0,0,103.2571285
31,13,1,1,76.741374247
31,13,0,0,110.55512155
31,13,0,0,103.0405723
31,14,1,1,113.26829093
31,14,0,0,85.768461334
31,14,0,1,92.640363387
31,15,1,0,94.100394516
31,15,0,0,96.103429513
31,15,0,0,98.339221181
31,16,1,0,107.19820728
31,16,0,0,90.1000613
31,16,0,1,96.725894532
31,17,1,0,104.73386568
31,17,0,1,98.350902133
31,17,0,0,105.80492773
31,18,1,0,105.64254226
31,18,0,1,88.477599487
31,18,0,0,97.108848546
31,19,1,0,96.592470872
31,19,0,0,93.190172149
31,19,0,1,94.826168044
31,20,1,1,87.103064422
31,20,0,0,93.499100813
31,20,0,1,92.518587501
31,21,1,0,97.878578263
31,21,0,1,91.603368256
31,21,0,0,101.63981678
31,22,1,1,110.73278685
31,22,0,0,91.854412024
31,22,0,0,106.03449236
31,23,1,0,91.068483288
31,23,0,1,100.69819023
31,23,0,0,100.65586794
31,24,1,1,95.258833375
31,24,0,0,94.542478211
31,24,0,1,88.500875334
31,25,1,1,109.47995788
31,25,0,1,98.391875367
31,25,0,1,102.07717254
31,26,1,1,99.805039891
31,26,0,1,114.93799783
31,26,0,0,117.06413274
31,27,1,1,109.23310788
31,27,0,1,102.80808541
31,27,0,0,122.78209528
31,28,1,1,109.77588684
31,28,0,0,99.629293705
31,28,0,0,108.43835788
31,29,1,1,84.777036226
31,29,0,0,97.801552908
31,29,0,0,109.45940829
31,30,1,0,81.612575787
31,30,0,0,99.453307929
31,30,0,1,82.631773577
31,31,1,0,97.495999769
31,31,0,1,96.984527297
31,31,0,0,92.22397005
31,32,1,1,107.65442845
31,32,0,0,105.74847249
31,32,0,1,102.58382141
31,33,1,0,99.15313869
31,33,0,0,81.616606357
31,33,0,0,100.70948741
31,34,1,0,123.76148157
31,34,0,0,103.95518043
31,34,0,0,85.348395253
31,35,1,0,95.382820213
31,35,0,1,93.422111168
31,35,0,0,100.51346365
31,36,1,0,97.030214655
31,36,0,1,99.565857003
31,36,0,0,84.096511291
31,37,1,0,107.24252154
31,37,0,0,82.476364056
31,37,0,0,117.53393712
31,38,1,1,87.284953205
31,38,0,0,105.13411537
31,38,0,0,105.90885099
31,39,1,1,107.58881054
31,39,0,0,85.729517602
31,39,0,0,95.596054931
31,40,1,1,96.947775117
31,40,0,0,81.062860104
31,40,0,1,95.453247261
31,41,1,1,95.516805037
31,41,0,0,93.984694205
31,41,0,0,109.20484334
31,42,1,1,117.34228727
31,42,0,1,84.367152159
31,42,0,0,93.12056761
31,43,1,0,85.806877272
31,43,0,0,86.657922562
31,43,0,1,87.778102305
31,44,1,0,101.22209975
31,44,0,0,106.58245159
31,44,0,0,90.526850826
31,45,1,0,106.50845439
31,45,0,0,97.983891876
31,45,0,1,102.38683437
31,46,1,1,91.304440334
31,46,0,0,98.512287598
31,46,0,0,100.75733611
31,47,1,1,93.774253653
31,47,0,1,92.400731584
31,47,0,0,89.439914468
31,48,1,1,83.331685119
